,ISSN,Field,Journal Title,Publisher Name,Scopus,Web of Science™,AJG 2021,AJG 2018,AJG 2015,ABS 2010,Journal Citation Reports™ rank,SNIPrank,SJRrank,CiteScore rank,Journal name,JCR Abbreviation,ISSN.y,Category,Total Citations,2021 JIF,2021 JCI,% of OA Gold,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,JIF Quartile,AIS Quartile,Citable Items,% of Articles in Citable items,Cited Half-Life,Citing Half-Life,Total Articles,eISSN,ISSN.x,Full Name
1084,1938-9663,SECTOR,Cornell Hospitality Quarterly,SAGE,scopus,WoS,2,2,2,1.0,19.0,38.0,20.0,31.0,Cornell Hospitality Quarterly,CORNELL HOSP Q,1938-9655,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",2295,3.758,1.0,5.88%,31/58,4.323,Q2,3.308,0.578,34/132,Q2,74.62,0.001,0.295,0.764,47.41,Q3,Q2,45.0,97.78%,7.5,8.8,44.0,,,Sector Studies
1085,1747-7603,SECTOR,Current Issues in Tourism,Taylor & Francis,scopus,WoS,2,2,2,2.0,23.0,26.0,27.0,29.0,Current Issues in Tourism,CURR ISSUES TOUR,1368-3500,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",10071,7.578,1.76,6.05%,15/58,7.431,Q2,6.793,1.88,13/132,Q1,90.53,0.01,2.093,1.158,75.0,Q2,Q2,258.0,96.12%,3.3,6.6,248.0,,,Sector Studies
1086,1873-6777,SECTOR,Energy Policy,Elsevier,scopus,WoS,2,2,2,2.0,8.0,13.0,6.0,6.0,Energy Policy,ENERG POLICY,0301-4215,ECONOMICS - SSCI,70489,7.576,1.64,13.29%,20/381,7.88,Q1,7.014,2.456,61/572,Q1,89.42,0.045,9.655,1.411,94.88,Q1,Q2,656.0,99.24%,8.0,5.5,651.0,,,Sector Studies
1087,1432-1009,SECTOR,Environmental Management,Springer Nature,scopus,WoS,2,2,2,1.0,31.0,54.0,41.0,34.0,ENVIRONMENTAL MANAGEMENT,ENVIRON MANAGE,0364-152X,ENVIRONMENTAL SCIENCES - SCIE,13174,3.644,0.6,19.19%,143/279,3.924,Q2,3.488,0.87,167/325,Q3,48.77,0.005,1.14,0.722,48.92,Q3,Q2,162.0,97.53%,11.2,8.1,158.0,,,Sector Studies
1088,2042-7921,SECTOR,Hospitality and Society,Intellect Publishers,scopus,,2,2,2,,,,,,Hospitality & Society,HOSP SOC,2042-7913,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",410,,0.45,2.17%,,,,,,76/132,Q3,42.8,0.0,0.037,0.278,,,Q2,13.0,92.31%,6.4,9.7,12.0,,,Sector Studies
1089,1648-9179,SECTOR,International Journal of Strategic Property Management,Vilnius Gediminas Technical University,scopus,WoS,2,2,,,52.0,69.0,65.0,56.0,International Journal of Strategic Property Management,INT J STRATEG PROP M,1648-715X,MANAGEMENT - SSCI,842,2.591,0.6,99.02%,179/228,2.541,Q4,2.318,0.556,214/393,Q3,45.67,0.001,0.124,0.356,21.71,Q4,Q4,36.0,100%,5.5,9.8,36.0,,,Sector Studies
1090,1522-1970,SECTOR,International Journal of Tourism Research,Wiley-Blackwell,scopus,WoS,2,2,2,2.0,26.0,27.0,28.0,26.0,International Journal of Tourism Research,INT J TOUR RES,1099-2340,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",4789,4.737,1.03,5.74%,23/58,4.966,Q2,4.429,0.536,31/132,Q1,76.89,0.003,0.656,0.853,61.21,Q2,Q2,69.0,97.1%,7.5,7.8,67.0,,,Sector Studies
1091,1879-1786,SECTOR,Journal of Cleaner Production,Elsevier,scopus,WoS,2,2,,,3.0,5.0,15.0,3.0,Journal of Cleaner Production,J CLEAN PROD,0959-6526,"ENGINEERING, ENVIRONMENTAL - SCIE",250231,11.072,1.51,5.49%,9/54,11.016,Q1,9.707,3.436,6/71,Q1,92.25,0.229,49.269,1.376,84.26,Q1,Q1,5361.0,90.88%,3.2,5.4,4872.0,,,Sector Studies
1092,1557-7554,SECTOR,Journal of Hospitality and Tourism Research,SAGE,scopus,WoS,2,2,2,2.0,20.0,16.0,14.0,18.0,Journal of Hospitality & Tourism Research,J HOSP TOUR RES,1096-3480,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",3990,4.317,1.09,3.11%,26/58,5.421,Q2,3.747,0.631,28/132,Q1,79.17,0.002,0.531,0.824,56.03,Q2,Q2,103.0,93.2%,6.9,9.8,96.0,,,Sector Studies
1093,1943-5479,SECTOR,Journal of Management in Engineering - ASCE,ASCE,scopus,WoS,2,2,2,2.0,29.0,22.0,31.0,25.0,JOURNAL OF MANAGEMENT IN ENGINEERING,J MANAGE ENG,0742-597X,"ENGINEERING, CIVIL - SCIE",5619,6.415,1.3,2.63%,12/138,6.537,Q1,4.33,1.345,19/175,Q1,89.43,0.003,0.698,0.748,91.67,Q1,Q1,116.0,98.28%,5.4,7.3,114.0,,,Sector Studies
1094,1757-5826,SECTOR,Journal of Service Management,Emerald,scopus,WoS,2,2,2,2.0,7.0,14.0,19.0,7.0,Journal of Service Management,J SERV MANAGE,1757-5818,MANAGEMENT - SSCI,3914,9.45,2.53,11.59%,25/228,9.498,Q1,8.936,0.517,10/393,Q1,97.58,0.004,0.8,1.775,89.25,Q1,Q1,29.0,93.1%,5.2,6.4,27.0,,,Sector Studies
1095,1543-270X,SECTOR,Journal of Sport Management,Human Kinetics Publishers Inc.,scopus,WoS,2,2,2,2.0,35.0,35.0,34.0,38.0,JOURNAL OF SPORT MANAGEMENT,J SPORT MANAGE,0888-4773,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",3501,3.909,1.08,0.77%,30/58,4.948,Q2,3.557,1.19,29/132,Q1,78.41,0.002,0.416,0.966,49.14,Q3,Q2,42.0,100%,8.9,10.3,42.0,,,Sector Studies
1096,1552-7794,SECTOR,Journal of Sports Economics,SAGE,scopus,WoS,2,2,2,,51.0,36.0,55.0,74.0,Journal of Sports Economics,J SPORT ECON,1527-0025,ECONOMICS - SSCI,1305,1.848,0.68,8.9%,209/381,1.965,Q3,1.515,0.298,229/572,Q2,60.05,0.001,0.227,0.481,45.28,Q3,Q3,47.0,97.87%,9.4,10.7,46.0,,,Sector Studies
1097,1754-5951,SECTOR,Journal of Transport Economics and Policy,University of Bath,scopus,WoS,2,2,2,2.0,49.0,48.0,42.0,59.0,JOURNAL OF TRANSPORT ECONOMICS AND POLICY,J TRANSP ECON POLICY,0022-5258,ECONOMICS - SSCI,1213,0.613,0.27,0%,354/381,1.0,Q4,0.581,0.059,430/572,Q4,24.91,0.0,0.064,0.353,7.22,Q4,Q4,17.0,94.12%,18.2,10.0,16.0,,,Sector Studies
1098,1873-1236,SECTOR,Journal of Transport Geography,Elsevier,scopus,WoS,2,2,2,2.0,13.0,10.0,12.0,17.0,Journal of Transport Geography,J TRANSP GEOGR,0966-6923,ECONOMICS - SSCI,13828,5.899,1.73,12.68%,40/381,6.524,Q1,5.068,1.335,49/572,Q1,91.52,0.011,2.457,1.319,89.63,Q1,Q2,269.0,98.88%,6.6,6.8,266.0,,,Sector Studies
1099,1540-7306,SECTOR,Journal of Travel and Tourism Marketing,Taylor & Francis,scopus,WoS,2,2,2,,30.0,47.0,30.0,30.0,Journal of Travel & Tourism Marketing,J TRAVEL TOUR MARK,1054-8408,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",6746,8.178,1.99,2.51%,10/58,7.563,Q1,7.593,1.156,7/132,Q1,95.08,0.005,0.969,1.199,83.62,Q1,Q1,64.0,98.44%,6.7,7.6,63.0,,,Sector Studies
1100,1521-0588,SECTOR,Leisure Sciences,Taylor & Francis,scopus,WoS,2,2,2,,37.0,41.0,45.0,45.0,LEISURE SCIENCES,LEISURE SCI,0149-0400,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",3703,5.008,0.92,6.56%,22/58,4.322,Q2,4.728,0.586,42/132,Q2,68.56,0.002,0.452,0.939,62.93,Q2,Q2,58.0,98.28%,12.3,10.5,57.0,,,Sector Studies
1101,1466-4496,SECTOR,Leisure Studies,Taylor & Francis,scopus,WoS,2,2,2,2.0,41.0,40.0,48.0,47.0,Leisure Studies,LEISURE STUD,0261-4367,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",2344,2.531,0.67,7.98%,43/58,2.914,Q3,2.138,0.588,58/132,Q2,56.44,0.002,0.408,0.634,26.72,Q3,Q3,68.0,100%,6.9,9.1,68.0,,,Sector Studies
1102,1872-9460,SECTOR,Marine Policy,Elsevier,scopus,WoS,2,2,2,2.0,24.0,34.0,22.0,20.0,Marine Policy,MAR POLICY,0308-597X,ENVIRONMENTAL STUDIES - SSCI,15982,4.315,1.6,21.35%,43/128,4.735,Q2,3.563,1.142,22/171,Q1,87.43,0.016,3.534,0.95,66.8,Q2,Q2,572.0,99.3%,5.1,6.8,568.0,,,Sector Studies
1103,1464-5254,SECTOR,Maritime Policy and Management,Taylor & Francis,scopus,WoS,2,2,,,,25.0,29.0,32.0,Maritime Policy & Management,MARIT POLICY MANAG,0308-8839,TRANSPORTATION - SSCI,2745,3.167,0.81,7.58%,25/37,3.409,Q3,2.78,0.448,21/50,Q2,59.0,0.002,0.477,0.655,33.78,Q3,Q3,96.0,97.92%,6.7,7.2,94.0,,,Sector Studies
1104,1872-9185,SECTOR,Museum Management and Curatorship,Taylor & Francis,scopus,,2,2,2,2.0,,,,,Museum Management and Curatorship,MUS MANAGE CURATOR,0964-7775,"HUMANITIES, MULTIDISCIPLINARY - AHCI",908,,4.45,9.52%,,,,,,6/402,Q1,98.63,0.001,0.161,0.469,,,Q2,45.0,97.78%,7.8,8.9,44.0,,,Sector Studies
1105,1502-2269,SECTOR,Scandinavian Journal of Hospitality and Tourism,Taylor & Francis,scopus,WoS,2,2,2,,46.0,65.0,54.0,58.0,Scandinavian Journal of Hospitality and Tourism,SCAND J HOSP TOUR,1502-2250,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",1724,4.694,1.55,39.56%,24/58,4.542,Q2,3.355,1.483,18/132,Q1,86.74,0.001,0.207,0.663,59.48,Q2,Q3,29.0,89.66%,7.1,8.4,26.0,,,Sector Studies
1106,1743-9507,SECTOR,Service Industries Journal,Taylor & Francis,scopus,WoS,2,2,2,2.0,48.0,66.0,58.0,52.0,SERVICE INDUSTRIES JOURNAL,SERV IND J,0264-2069,MANAGEMENT - SSCI,4574,9.405,1.83,6.59%,26/228,6.396,Q2,8.405,2.803,43/393,Q1,89.19,0.002,0.531,0.965,88.82,Q1,Q2,61.0,93.44%,7.7,9.1,57.0,,,Sector Studies
1107,1839-2083,SECTOR,Sport Management Review,Elsevier,scopus,WoS,2,2,2,,33.0,21.0,24.0,23.0,Sport Management Review,SPORT MANAG REV,1441-3523,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",3318,5.589,1.45,4.12%,19/58,5.902,Q2,4.879,0.757,21/132,Q1,84.47,0.002,0.533,1.02,68.1,Q2,Q2,70.0,98.57%,6.3,8.6,69.0,,,Sector Studies
1108,1943-3999,SECTOR,Tourism Analysis,Cognizant Communication Corporation,scopus,,2,2,2,2.0,,82.0,73.0,82.0,Tourism Analysis,TOUR ANAL,1083-5423,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",1381,,0.4,5.36%,,,,,,81/132,Q3,39.02,0.001,0.163,0.359,,,Q2,34.0,97.06%,8.4,10.3,33.0,,,Sector Studies
1109,2044-0375,SECTOR,Tourism Economics,SAGE,scopus,WoS,2,2,2,2.0,54.0,72.0,53.0,72.0,Tourism Economics,TOURISM ECON,1354-8166,ECONOMICS - SSCI,3826,4.582,1.16,3.85%,64/381,3.53,Q2,3.866,0.924,110/572,Q1,80.86,0.003,0.566,0.555,83.33,Q1,Q3,132.0,96.97%,6.1,8.8,128.0,,,Sector Studies
1110,1470-1340,SECTOR,Tourism Geographies,Taylor & Francis,scopus,WoS,2,2,2,2.0,32.0,33.0,32.0,33.0,Tourism Geographies,TOURISM GEOGR,1461-6688,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",4653,11.355,2.47,11.01%,4/58,9.705,Q1,11.006,1.364,5/132,Q1,96.59,0.005,1.066,1.833,93.97,Q1,Q1,55.0,98.18%,3.9,8.4,54.0,,,Sector Studies
1111,2211-9744,SECTOR,Tourism Management Perspectives,Elsevier,scopus,WoS,2,2,,,,29.0,38.0,27.0,Tourism Management Perspectives,TOUR MANAG PERSPECT,2211-9736,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",5424,7.608,1.87,6.28%,13/58,7.8,Q1,7.232,1.826,10/132,Q1,92.8,0.006,1.263,1.223,78.45,Q1,Q1,132.0,95.45%,3.6,7.6,126.0,,,Sector Studies
1112,2156-8324,SECTOR,Tourism Planning and Development,Taylor & Francis,scopus,,2,2,2,2.0,,,,,Tourism Planning & Development,TOUR PLAN DEV,2156-8316,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",1329,,0.83,9.36%,,,,,,46/132,Q2,65.53,0.001,0.232,0.543,,,Q1,63.0,100%,4.9,8.0,63.0,,,Sector Studies
1113,2320-0308,SECTOR,Tourism Recreation Research,Taylor & Francis,scopus,,2,2,2,1.0,,,,,Tourism Recreation Research,TOUR RECREAT RES,0250-8281,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",2231,,1.01,5.14%,,,,,,32/132,Q1,76.14,0.002,0.347,0.635,,,Q1,109.0,91.74%,5.7,7.7,100.0,,,Sector Studies
1114,1741-3206,SECTOR,Tourist Studies,SAGE,scopus,WoS,2,2,2,2.0,55.0,51.0,50.0,57.0,Tourist Studies,TOURIST STUD,1468-7976,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",1021,2.759,0.62,18.18%,39/58,2.504,Q4,2.19,0.667,63/132,Q2,52.65,0.001,0.142,0.54,33.62,Q3,Q4,30.0,100%,10.1,9.2,30.0,,,Sector Studies
1115,1879-310X,SECTOR,Transport Policy,Elsevier,scopus,WoS,2,2,2,2.0,22.0,20.0,21.0,21.0,Transport Policy,TRANSPORT POLICY,0967-070X,ECONOMICS - SSCI,10813,6.173,1.69,11.51%,36/381,6.228,Q1,5.38,2.209,57/572,Q1,90.12,0.01,2.093,1.263,90.68,Q1,Q2,287.0,98.61%,5.7,5.9,283.0,,,Sector Studies
1116,1464-5327,SECTOR,Transport Reviews,Taylor & Francis,scopus,WoS,2,2,2,2.0,9.0,6.0,8.0,9.0,TRANSPORT REVIEWS,TRANSPORT REV,0144-1647,TRANSPORTATION - SSCI,5341,10.185,1.76,29.63%,3/37,12.178,Q1,9.837,1.814,4/50,Q1,93.0,0.005,1.174,2.921,93.24,Q1,Q1,43.0,48.84%,6.9,5.8,21.0,,,Sector Studies
1117,1572-9435,SECTOR,Transportation,Springer Nature,scopus,WoS,2,2,2,2.0,21.0,18.0,13.0,22.0,TRANSPORTATION,TRANSPORTATION,0049-4488,"ENGINEERING, CIVIL - SCIE",6757,4.814,1.22,25.06%,28/138,5.804,Q1,4.561,1.626,26/175,Q1,85.43,0.007,1.401,1.405,80.07,Q1,Q1,131.0,99.24%,7.1,8.2,130.0,,,Sector Studies
1118,1573-7888,SECTOR,Voluntas,Springer Nature,scopus,WoS,2,2,2,2.0,43.0,60.0,61.0,66.0,Voluntas,VOLUNTAS,0957-8765,SOCIAL ISSUES - SSCI,3498,2.794,1.1,22.64%,16/44,2.93,Q2,2.189,0.654,22/63,Q2,65.87,0.004,0.831,0.71,64.77,Q2,Q3,133.0,93.98%,5.9,10.1,125.0,,,Sector Studies
1119,2156-6909,SECTOR,Anatolia: An International Journal of Tourism and Hospi- tality Research,Taylor & Francis,,,1,1,1,,,,,,Anatolia-International Journal of Tourism and Hospitality Research,ANATOLIA,1303-2917,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",1554,,0.66,1.29%,,,,,,59/132,Q2,55.68,0.001,0.266,0.443,,,Q1,85.0,97.65%,4.8,8.1,83.0,,,Sector Studies
1120,1741-6507,SECTOR,Asia Pacific Journal of Tourism Research,Taylor & Francis,scopus,WoS,1,1,1,,44.0,71.0,49.0,54.0,Asia Pacific Journal of Tourism Research,ASIA PAC J TOUR RES,1094-1665,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",3434,4.074,0.99,1.98%,27/58,4.36,Q2,3.869,1.526,36/132,Q2,73.11,0.003,0.595,0.674,54.31,Q2,Q3,76.0,100%,5.0,8.8,76.0,,,Sector Studies
1121,1758-4108,SECTOR,British Food Journal,Emerald,scopus,WoS,1,1,1,1.0,45.0,63.0,74.0,49.0,British Food Journal,BRIT FOOD J,0007-070X,AGRICULTURAL ECONOMICS & POLICY - SCIE,8451,3.224,0.95,6.53%,11/22,3.475,Q2,2.553,0.452,14/35,Q2,61.43,0.004,0.941,0.394,52.27,Q2,Q3,372.0,95.97%,6.0,6.8,357.0,,,Sector Studies
1122,1365-232X,SECTOR,"Engineering, Construction and Architectural Management",Emerald,scopus,WoS,1,1,1,1.0,,49.0,57.0,48.0,Engineering Construction and Architectural Management,ENG CONSTR ARCHIT MA,0969-9988,"ENGINEERING, CIVIL - SCIE",4198,3.85,0.74,1.21%,46/138,4.245,Q2,3.092,0.677,61/175,Q2,65.43,0.002,0.519,0.445,67.03,Q2,Q3,279.0,90.68%,4.1,7.4,253.0,,,Sector Studies
1123,1758-2962,SECTOR,International Journal of Event and Festival Management,Emerald,scopus,,1,1,1,,,64.0,78.0,69.0,International Journal of Event and Festival Management,INT J EVENT FESTIV M,1758-2954,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",549,,0.47,1.32%,,,,,,75/132,Q3,43.56,0.0,0.077,0.377,,,Q2,30.0,93.33%,6.4,7.7,28.0,,,Sector Studies
1124,1470-3610,SECTOR,International Journal of Heritage Studies,Taylor & Francis,scopus,WoS,1,1,1,1.0,50.0,31.0,69.0,64.0,International Journal of Heritage Studies,INT J HERIT STUD,1352-7258,"HUMANITIES, MULTIDISCIPLINARY - AHCI",1847,1.692,3.28,21.67%,,1.908,,1.409,0.273,13/402,Q1,96.89,0.002,0.511,0.641,,,Q1,55.0,100%,7.3,9.1,55.0,,,Sector Studies
1125,1525-6499,SECTOR,International Journal of Hospitality and Tourism Adminis- tration,Taylor & Francis,scopus,,1,1,1,,,81.0,76.0,79.0,International Journal of Hospitality & Tourism Administration,INT J HOSP TOUR ADM,1525-6480,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",853,,0.95,0%,,,,,,38/132,Q2,71.59,0.0,0.1,0.496,,,Q1,51.0,100%,6.3,10.7,51.0,,,Sector Studies
1126,1930-076X,SECTOR,International Journal of Sport Finance,Fitness Information Technology,scopus,WoS,1,1,1,,57.0,68.0,75.0,80.0,International Journal of Sport Finance,INT J SPORT FINANC,1558-6235,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",392,1.0,0.24,0%,55/58,1.11,Q4,0.839,0.417,99/132,Q3,25.38,0.0,0.056,0.301,6.03,Q4,Q4,12.0,100%,8.7,10.9,12.0,,,Sector Studies
1127,1940-6959,SECTOR,International Journal of Sport Policy and Politics,Taylor & Francis,scopus,,1,1,1,,,37.0,40.0,50.0,International Journal of Sport Policy and Politics,INT J SPORT POLICY P,1940-6940,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",1066,,0.61,14.08%,,,,,,64/132,Q2,51.89,0.001,0.259,0.565,,,Q1,50.0,98%,5.1,8.5,49.0,,,Sector Studies
1128,1938-8179,SECTOR,Journal of China Tourism Research,Taylor & Francis,scopus,,1,1,1,,,85.0,66.0,78.0,Journal of China Tourism Research,J CHINA TOUR RES,1938-8160,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",656,,0.49,0.68%,,,,,,73/132,Q3,45.08,0.001,0.108,0.309,,,Q2,50.0,96%,4.8,8.1,48.0,,,Sector Studies
1129,1547-0156,SECTOR,Journal of Convention and Event Tourism,Taylor & Francis,scopus,,1,1,1,,,77.0,82.0,84.0,Journal of Convention & Event Tourism,J CONV EVENT TOUR,1547-0148,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",443,,0.35,8.45%,,,,,,90/132,Q3,32.2,0.0,0.041,0.186,,,Q3,17.0,94.12%,8.5,7.5,16.0,,,Sector Studies
1130,2325-6540,SECTOR,Journal of Hospitality and Tourism Education,Taylor & Francis,scopus,,1,1,1,,,,,,Journal of Hospitality & Tourism Education,J HOSP TOUR EDUC,1096-3758,EDUCATION & EDUCATIONAL RESEARCH - ESCI,635,,1.38,0%,,,,,,148/743,Q1,80.15,0.0,0.061,0.242,,,Q2,40.0,97.5%,5.1,9.3,39.0,,,Sector Studies
1131,1839-5260,SECTOR,Journal of Hospitality and Tourism Management,Elsevier,scopus,WoS,1,1,1,1.0,,58.0,44.0,46.0,Journal of Hospitality and Tourism Management,J HOSP TOUR MANAG,1447-6770,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",4061,7.629,1.72,0%,12/58,7.809,Q1,6.849,1.819,14/132,Q1,89.77,0.004,0.894,1.129,80.17,Q1,Q2,215.0,97.21%,2.8,8.1,209.0,,,Sector Studies
1132,1757-9899,SECTOR,Journal of Hospitality and Tourism Technology,Emerald,scopus,WoS,1,1,,,,57.0,52.0,43.0,Journal of Hospitality and Tourism Technology,J HOSP TOUR TECHNOL,1757-9880,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",1285,5.576,0.95,2.24%,20/58,5.54,Q2,4.576,0.898,38/132,Q2,71.59,0.001,0.251,0.756,66.38,Q2,Q2,49.0,87.76%,3.7,7.1,43.0,,,Sector Studies
1133,1936-8631,SECTOR,Journal of Hospitality Marketing and Management,Taylor & Francis,scopus,WoS,1,1,1,,,42.0,26.0,28.0,Journal of Hospitality Marketing & Management,J HOSP MARKET MANAG,1936-8623,BUSINESS - SSCI,3296,9.821,1.69,0.67%,26/154,8.025,Q2,9.075,1.886,33/296,Q1,89.02,0.003,0.612,1.229,83.44,Q1,Q2,44.0,88.64%,4.6,6.7,39.0,,,Sector Studies
1134,2213-0799,SECTOR,Journal of Outdoor Recreation and Tourism,Elsevier,scopus,WoS,1,1,,,,56.0,60.0,51.0,Journal of Outdoor Recreation and Tourism-Research Planning and Management,J OUTDOOR REC TOUR,2213-0780,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",1027,3.462,0.88,12.02%,34/58,3.445,Q3,3.038,0.658,43/132,Q2,67.8,0.001,0.23,0.54,42.24,Q3,Q4,79.0,97.47%,4.2,8.8,77.0,,,Sector Studies
1135,1940-7971,SECTOR,"Journal of Policy Research in Tourism, Leisure and Events",Taylor & Francis,scopus,,1,1,1,,,73.0,77.0,68.0,Journal of Policy Research in Tourism Leisure and Events,J POLICY RES TOUR LE,1940-7963,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",671,,0.61,8.4%,,,,,,64/132,Q2,51.89,0.001,0.114,0.425,,,Q2,44.0,97.73%,4.6,7.5,43.0,,,Sector Studies
1136,1754-2340,SECTOR,Journal of the Textile Institute,Taylor & Francis,scopus,WoS,1,1,1,1.0,53.0,59.0,62.0,70.0,JOURNAL OF THE TEXTILE INSTITUTE,J TEXT I,0040-5000,"MATERIALS SCIENCE, TEXTILES - SCIE",4798,1.77,0.48,1.5%,13/26,1.901,Q2,1.616,0.263,13/29,Q2,56.9,0.003,0.583,0.232,51.92,Q2,Q2,262.0,95.04%,6.0,7.9,249.0,,,Sector Studies
1137,1479-1870,SECTOR,Journal of Vacation Marketing,SAGE,scopus,WoS,1,1,1,,,44.0,36.0,44.0,Journal of Vacation Marketing,J VACAT MARK,1356-7667,BUSINESS - SSCI,2122,4.0,0.82,0%,99/154,3.827,Q3,3.74,0.735,112/296,Q2,62.33,0.001,0.19,0.622,36.04,Q3,Q3,49.0,95.92%,10.1,8.2,47.0,,,Sector Studies
1138,2375-0480,SECTOR,Managing Leisure: An International Journal,Taylor & Francis,,,1,1,1,1.0,,,,,Managing Sport and Leisure,MANAG SPORT LEIS,2375-0472,MANAGEMENT - ESCI,787,,0.81,10.67%,,,,,,160/393,Q2,59.41,0.001,0.259,0.613,,,Q1,43.0,100%,1.7,7.4,43.0,,,Sector Studies
1139,2334-5985,SECTOR,Marine Resource Economics,University of Chicago Press,scopus,WoS,1,1,1,1.0,34.0,46.0,39.0,40.0,Marine Resource Economics,MAR RESOUR ECON,0738-1360,ECONOMICS - SSCI,1125,2.811,0.8,0%,136/381,3.121,Q2,2.568,0.833,186/572,Q2,67.57,0.001,0.144,0.712,64.44,Q2,Q3,24.0,100%,11.0,9.8,24.0,,,Sector Studies
1140,1479-294X,SECTOR,Maritime Economics and Logistics,Springer Nature,scopus,WoS,1,1,1,,42.0,39.0,43.0,55.0,Maritime Economics & Logistics,MARIT ECON LOGIST,1479-2931,TRANSPORTATION - SSCI,1192,3.841,0.68,12.12%,19/37,3.145,Q3,3.304,1.333,31/50,Q3,39.0,0.001,0.192,0.592,50.0,Q3,Q4,30.0,96.67%,7.0,7.3,29.0,,,Sector Studies
1141,1542-7854,SECTOR,Non-Profit Management & Leadership,Wiley-Blackwell,scopus,WoS,1,1,1,1.0,47.0,61.0,51.0,62.0,Nonprofit Management & Leadership,NONPROFIT MANAG LEAD,1048-6682,MANAGEMENT - SSCI,1694,2.627,0.8,6.09%,177/228,2.805,Q4,2.313,0.375,164/393,Q2,58.4,0.001,0.255,0.719,22.59,Q4,Q3,32.0,96.88%,11.4,10.0,31.0,,,Sector Studies
